transaction_id,customer_id,merchant_id,amount,currency,timestamp,payment_method,failure_type,failure_code,failure_reason,retry_count,customer_historical_success_rate,previous_success_rate,customer_payment_frequency,previous_failures,transaction_hour,day_of_week,subscription_status,amount_relative_to_historical_avg,time_since_previous_successful_payment,device_type,device_os,country,invoice_info,is_recoverable,recoverability_probability,expected_recovery_amount
TXN_45A6939279,CUST_1192,MERCH_274,401.56,INR,2026-06-25T19:15:18,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.939,0.982,6,0,19,3,active,1.2,865898.0,desktop,Android,IN,"{""invoice_id"": ""INV_4837383D"", ""due_date"": ""2026-06-26"", ""items"": 2, ""tax"": 72.28}",0,0.314,0.0
TXN_2CB6932EDB,CUST_1915,MERCH_317,1285.89,INR,2026-06-25T19:55:21,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.791,0.702,6,1,19,3,trial,0.94,190585.0,desktop,iOS,IN,"{""invoice_id"": ""INV_7085F408"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 231.46}",1,0.743,955.42
TXN_99A09D0C8A,CUST_1897,MERCH_208,1069.65,INR,2026-06-25T20:31:39,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.98,0.824,5,0,20,3,active,0.97,27965.0,mobile,Windows,IN,"{""invoice_id"": ""INV_B2A51A80"", ""due_date"": ""2026-07-06"", ""items"": 1, ""tax"": 192.54}",1,0.613,655.7
TXN_1E1CC69454,CUST_1809,MERCH_246,1467.7,INR,2026-06-25T20:38:10,debit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,2,0.754,0.741,6,1,20,3,trial,1.85,78939.0,desktop,Android,AE,"{""invoice_id"": ""INV_46FB3B90"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 264.19}",0,0.253,0.0
TXN_7279516C42,CUST_1298,MERCH_326,5966.72,INR,2026-06-25T20:42:30,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.597,0.648,4,3,20,3,active,1.29,625685.0,tablet,iOS,IN,"{""invoice_id"": ""INV_2E44AB56"", ""due_date"": ""2026-07-06"", ""items"": 1, ""tax"": 1074.01}",0,0.186,0.0
TXN_27BEBA7BAD,CUST_1020,MERCH_165,649.7,INR,2026-06-25T21:09:23,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.877,0.823,4,1,21,3,active,1.29,47665.0,mobile,iOS,IN,"{""invoice_id"": ""INV_3608BE87"", ""due_date"": ""2026-07-08"", ""items"": 1, ""tax"": 116.95}",1,0.858,557.44
TXN_D835E67D77,CUST_1044,MERCH_144,2757.27,INR,2026-06-25T21:30:11,debit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.922,0.915,7,1,21,3,canceled,1.89,59508.0,desktop,Android,IN,"{""invoice_id"": ""INV_4C4BF283"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 496.31}",1,0.565,1557.86
TXN_635F1091A3,CUST_1495,MERCH_170,2775.35,INR,2026-06-25T21:32:26,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.84,0.774,1,2,21,3,none,0.48,359456.0,mobile,Windows,IN,"{""invoice_id"": ""INV_DA18DA55"", ""due_date"": ""2026-06-26"", ""items"": 3, ""tax"": 499.56}",0,0.226,0.0
TXN_3814422541,CUST_1682,MERCH_300,2992.79,INR,2026-06-25T21:45:21,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.752,0.85,4,3,21,3,active,2.42,531272.0,mobile,Windows,IN,"{""invoice_id"": ""INV_7216298B"", ""due_date"": ""2026-06-30"", ""items"": 1, ""tax"": 538.7}",1,0.833,2492.99
TXN_EEE53A7D09,CUST_1222,MERCH_313,3624.85,INR,2026-06-25T21:45:50,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.962,0.827,9,1,21,3,trial,0.34,511943.0,mobile,iOS,IN,"{""invoice_id"": ""INV_001E9DE8"", ""due_date"": ""2026-06-30"", ""items"": 3, ""tax"": 652.47}",1,0.822,2979.63
TXN_BE2F4765F3,CUST_1298,MERCH_205,273.48,INR,2026-06-25T21:52:35,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.973,0.957,7,1,21,3,active,1.47,93624.0,desktop,Windows,IN,"{""invoice_id"": ""INV_69389900"", ""due_date"": ""2026-07-02"", ""items"": 2, ""tax"": 49.23}",0,0.341,0.0
TXN_6046AFD3C0,CUST_2047,MERCH_132,3310.29,INR,2026-06-25T22:10:20,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.76,0.8,4,0,22,3,active,1.8,170798.0,mobile,Android,IN,"{""invoice_id"": ""INV_C42FE620"", ""due_date"": ""2026-07-04"", ""items"": 1, ""tax"": 595.85}",0,0.336,0.0
TXN_B6FD365935,CUST_2107,MERCH_217,1789.78,INR,2026-06-25T22:11:33,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.752,0.732,11,0,22,3,active,1.44,77362.0,mobile,Windows,IN,"{""invoice_id"": ""INV_16CFFF4F"", ""due_date"": ""2026-06-29"", ""items"": 2, ""tax"": 322.16}",0,0.211,0.0
TXN_581CFFA53F,CUST_2083,MERCH_179,907.0,INR,2026-06-25T22:11:41,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.584,0.74,6,2,22,3,active,1.2,137059.0,desktop,Android,IN,"{""invoice_id"": ""INV_BBD6405C"", ""due_date"": ""2026-06-28"", ""items"": 2, ""tax"": 163.26}",1,0.575,521.52
TXN_F4E167D895,CUST_1287,MERCH_270,9445.97,USD,2026-06-25T22:20:04,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.98,1.0,3,0,22,3,trial,0.97,152874.0,tablet,iOS,SG,"{""invoice_id"": ""INV_D4C79BDC"", ""due_date"": ""2026-07-02"", ""items"": 2, ""tax"": 1700.27}",0,0.295,0.0
TXN_50FD937F3A,CUST_1516,MERCH_187,4415.46,INR,2026-06-25T22:23:29,wallet,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.866,0.843,2,3,22,3,active,1.42,183922.0,mobile,iOS,AE,"{""invoice_id"": ""INV_59ACBCC5"", ""due_date"": ""2026-06-28"", ""items"": 1, ""tax"": 794.78}",1,0.872,3850.28
TXN_2B3A76F2B3,CUST_1897,MERCH_299,803.83,INR,2026-06-25T22:47:51,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.826,0.777,6,0,22,3,none,0.48,202905.0,tablet,iOS,US,"{""invoice_id"": ""INV_9C60AE6B"", ""due_date"": ""2026-07-06"", ""items"": 1, ""tax"": 144.69}",0,0.223,0.0
TXN_64FEFC237C,CUST_1153,MERCH_193,1122.83,INR,2026-06-25T23:23:39,credit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,1,0.814,0.731,2,0,23,3,canceled,1.68,561418.0,mobile,Android,IN,"{""invoice_id"": ""INV_F161E193"", ""due_date"": ""2026-07-07"", ""items"": 1, ""tax"": 202.11}",1,0.579,650.12
TXN_36C0CD07BC,CUST_1280,MERCH_253,5323.1,INR,2026-06-25T23:32:35,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.792,0.816,4,1,23,3,active,0.63,7490.0,desktop,iOS,IN,"{""invoice_id"": ""INV_852C112D"", ""due_date"": ""2026-07-03"", ""items"": 3, ""tax"": 958.16}",1,0.99,5269.87
TXN_4CF0406527,CUST_1433,MERCH_144,1753.45,INR,2026-06-26T00:07:49,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.829,0.738,6,3,0,4,none,0.97,187147.0,desktop,Windows,IN,"{""invoice_id"": ""INV_C4F0B933"", ""due_date"": ""2026-06-27"", ""items"": 1, ""tax"": 315.62}",0,0.29,0.0
TXN_414611DF87,CUST_1341,MERCH_339,494.11,INR,2026-06-26T00:08:25,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.94,0.962,8,2,0,4,active,1.25,799803.0,mobile,Windows,IN,"{""invoice_id"": ""INV_43EC9EE5"", ""due_date"": ""2026-07-01"", ""items"": 3, ""tax"": 88.94}",1,0.857,423.45
TXN_09ADB290B8,CUST_1085,MERCH_134,10480.2,INR,2026-06-26T00:13:45,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.9,0.67,3,0,0,4,none,1.25,3952.0,desktop,Android,IN,"{""invoice_id"": ""INV_F9EED163"", ""due_date"": ""2026-06-29"", ""items"": 1, ""tax"": 1886.44}",1,0.772,8090.71
TXN_68152B37E3,CUST_1778,MERCH_336,1414.38,INR,2026-06-26T00:47:52,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.738,0.745,4,0,0,4,active,1.04,323152.0,desktop,macOS,IN,"{""invoice_id"": ""INV_7D73CDDA"", ""due_date"": ""2026-06-27"", ""items"": 1, ""tax"": 254.59}",1,0.899,1271.53
TXN_AA8029C1C2,CUST_1190,MERCH_180,1863.77,INR,2026-06-26T00:52:03,net_banking,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.635,0.589,8,4,0,4,canceled,2.0,225467.0,mobile,macOS,US,"{""invoice_id"": ""INV_394CFA65"", ""due_date"": ""2026-06-27"", ""items"": 3, ""tax"": 335.48}",0,0.291,0.0
TXN_F9DE79DE32,CUST_2091,MERCH_280,2861.72,INR,2026-06-26T00:53:46,upi,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.842,0.72,3,2,0,4,active,0.5,182429.0,desktop,Android,IN,"{""invoice_id"": ""INV_0DC8ED64"", ""due_date"": ""2026-07-08"", ""items"": 3, ""tax"": 515.11}",1,0.575,1645.49
TXN_AA2EBB3A97,CUST_2169,MERCH_201,783.51,INR,2026-06-26T00:59:00,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.878,0.808,3,0,0,4,active,0.97,380414.0,mobile,Android,IN,"{""invoice_id"": ""INV_5C47950F"", ""due_date"": ""2026-07-05"", ""items"": 2, ""tax"": 141.03}",1,0.859,673.04
TXN_3A03ACA081,CUST_1990,MERCH_109,6612.99,INR,2026-06-26T01:01:51,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.828,0.916,3,0,1,4,none,1.5,80970.0,mobile,iOS,US,"{""invoice_id"": ""INV_EB6EEAC1"", ""due_date"": ""2026-06-27"", ""items"": 1, ""tax"": 1190.34}",1,0.804,5316.84
TXN_9674E6B78E,CUST_1875,MERCH_140,714.7,INR,2026-06-26T01:54:55,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.731,0.863,5,2,1,4,active,0.31,27325.0,mobile,macOS,IN,"{""invoice_id"": ""INV_5C4F889A"", ""due_date"": ""2026-06-28"", ""items"": 1, ""tax"": 128.65}",1,0.834,596.06
TXN_7FC55E96EA,CUST_1661,MERCH_213,2299.05,INR,2026-06-26T02:05:28,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.728,0.612,6,2,2,4,active,0.86,121652.0,mobile,Android,IN,"{""invoice_id"": ""INV_7BB21EE4"", ""due_date"": ""2026-07-05"", ""items"": 2, ""tax"": 413.83}",1,0.873,2007.07
TXN_0D44C8FF50,CUST_1573,MERCH_225,1067.94,INR,2026-06-26T02:06:12,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.868,0.823,5,2,2,4,active,2.74,139941.0,mobile,Android,IN,"{""invoice_id"": ""INV_2CC2F7F2"", ""due_date"": ""2026-07-01"", ""items"": 1, ""tax"": 192.23}",0,0.46,0.0
TXN_7A1D489D0F,CUST_1130,MERCH_116,5245.62,INR,2026-06-26T02:15:24,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.862,0.943,4,1,2,4,active,0.94,48142.0,desktop,iOS,IN,"{""invoice_id"": ""INV_A371789C"", ""due_date"": ""2026-07-09"", ""items"": 1, ""tax"": 944.21}",1,0.949,4978.09
TXN_653A3F9EA1,CUST_1838,MERCH_226,3190.21,INR,2026-06-26T02:28:00,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.846,0.85,2,1,2,4,none,2.17,209921.0,mobile,iOS,IN,"{""invoice_id"": ""INV_72BE79B7"", ""due_date"": ""2026-07-07"", ""items"": 1, ""tax"": 574.24}",0,0.013,0.0
TXN_A1AF630767,CUST_1958,MERCH_170,1513.42,USD,2026-06-26T02:39:08,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.943,0.922,4,0,2,4,none,1.53,134552.0,mobile,Android,IN,"{""invoice_id"": ""INV_28F77B8D"", ""due_date"": ""2026-07-03"", ""items"": 2, ""tax"": 272.42}",1,0.758,1147.17
TXN_A0FD33EE43,CUST_2222,MERCH_293,383.31,INR,2026-06-26T02:47:57,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.764,0.949,2,2,2,4,trial,1.68,181826.0,desktop,iOS,IN,"{""invoice_id"": ""INV_838BC6AD"", ""due_date"": ""2026-07-03"", ""items"": 3, ""tax"": 69.0}",0,0.389,0.0
TXN_F31E7E1546,CUST_1838,MERCH_110,2637.79,INR,2026-06-26T03:20:02,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.696,0.645,7,2,3,4,none,0.6,77644.0,mobile,macOS,IN,"{""invoice_id"": ""INV_39E7D9DE"", ""due_date"": ""2026-06-28"", ""items"": 2, ""tax"": 474.8}",1,0.918,2421.49
TXN_70FBD4447C,CUST_1220,MERCH_162,2090.53,INR,2026-06-26T03:24:13,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.954,0.91,5,0,3,4,none,0.76,541995.0,desktop,iOS,IN,"{""invoice_id"": ""INV_BD731E5E"", ""due_date"": ""2026-07-06"", ""items"": 3, ""tax"": 376.3}",1,0.99,2069.62
TXN_4A270E4C6A,CUST_1642,MERCH_341,386.22,INR,2026-06-26T03:27:23,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.804,0.888,7,0,3,4,active,0.72,815692.0,desktop,iOS,US,"{""invoice_id"": ""INV_C3537839"", ""due_date"": ""2026-06-28"", ""items"": 1, ""tax"": 69.52}",1,0.67,258.77
TXN_CEAD708BAD,CUST_2194,MERCH_294,2218.1,INR,2026-06-26T03:27:33,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.86,0.977,1,1,3,4,none,3.24,192808.0,mobile,Windows,IN,"{""invoice_id"": ""INV_721C8D76"", ""due_date"": ""2026-07-04"", ""items"": 2, ""tax"": 399.26}",1,0.949,2104.98
TXN_E17EB0B7F1,CUST_2168,MERCH_273,3493.43,INR,2026-06-26T03:32:23,credit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.863,0.914,4,1,3,4,none,0.64,504349.0,mobile,iOS,IN,"{""invoice_id"": ""INV_C62FE645"", ""due_date"": ""2026-07-07"", ""items"": 3, ""tax"": 628.82}",0,0.46,0.0
TXN_696135C81B,CUST_1487,MERCH_119,1928.71,INR,2026-06-26T03:47:08,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.874,1.0,4,1,3,4,active,0.54,907810.0,mobile,iOS,IN,"{""invoice_id"": ""INV_79284F43"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 347.17}",0,0.287,0.0
TXN_07D659C85A,CUST_1851,MERCH_240,1099.48,INR,2026-06-26T04:44:44,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,3,0.514,0.489,7,2,4,4,trial,0.62,104864.0,mobile,iOS,SG,"{""invoice_id"": ""INV_7576935D"", ""due_date"": ""2026-07-09"", ""items"": 3, ""tax"": 197.91}",0,0.389,0.0
TXN_78BDE6AE97,CUST_1353,MERCH_314,7135.73,INR,2026-06-26T05:08:12,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.797,0.617,9,0,5,4,active,0.48,537957.0,desktop,iOS,SG,"{""invoice_id"": ""INV_9B16A72F"", ""due_date"": ""2026-07-01"", ""items"": 1, ""tax"": 1284.43}",1,0.91,6493.51
TXN_D59CC0AA3F,CUST_2204,MERCH_116,11220.04,INR,2026-06-26T05:15:52,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.915,0.98,7,0,5,4,none,0.74,1125428.0,desktop,iOS,IN,"{""invoice_id"": ""INV_35F49354"", ""due_date"": ""2026-07-05"", ""items"": 3, ""tax"": 2019.61}",1,0.888,9963.4
TXN_0D41FFD918,CUST_1947,MERCH_320,593.96,INR,2026-06-26T05:24:53,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.637,0.496,7,1,5,4,trial,1.6,159462.0,mobile,Android,IN,"{""invoice_id"": ""INV_60FFE214"", ""due_date"": ""2026-06-28"", ""items"": 2, ""tax"": 106.91}",0,0.17,0.0
TXN_68EC132682,CUST_1160,MERCH_345,5065.01,INR,2026-06-26T05:26:07,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.772,0.887,4,0,5,4,none,1.88,91740.0,mobile,Android,IN,"{""invoice_id"": ""INV_ADD3A023"", ""due_date"": ""2026-07-08"", ""items"": 2, ""tax"": 911.7}",1,0.77,3900.06
TXN_B5114ABD12,CUST_1463,MERCH_334,2773.79,INR,2026-06-26T06:30:46,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.832,0.784,5,3,6,4,trial,0.32,206559.0,desktop,Android,IN,"{""invoice_id"": ""INV_97811E88"", ""due_date"": ""2026-07-01"", ""items"": 3, ""tax"": 499.28}",1,0.951,2637.87
TXN_353EB7EBDD,CUST_2083,MERCH_330,982.68,INR,2026-06-26T06:42:57,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,3,0.684,0.674,5,3,6,4,canceled,1.87,573560.0,mobile,Android,IN,"{""invoice_id"": ""INV_C949D654"", ""due_date"": ""2026-07-02"", ""items"": 1, ""tax"": 176.88}",1,0.568,558.16
TXN_E18C1F9B8F,CUST_1214,MERCH_259,1462.79,USD,2026-06-26T06:44:23,wallet,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.689,0.768,5,3,6,4,active,2.56,330438.0,mobile,Android,IN,"{""invoice_id"": ""INV_DCCAEC44"", ""due_date"": ""2026-07-03"", ""items"": 3, ""tax"": 263.3}",1,0.57,833.79
TXN_9C0FCCBD0E,CUST_1579,MERCH_326,1530.34,INR,2026-06-26T06:46:33,net_banking,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.602,0.534,4,3,6,4,active,1.09,157884.0,mobile,Android,IN,"{""invoice_id"": ""INV_908C015F"", ""due_date"": ""2026-06-29"", ""items"": 1, ""tax"": 275.46}",1,0.525,803.43
TXN_EB93467E21,CUST_2215,MERCH_326,5168.37,INR,2026-06-26T07:42:34,debit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.926,0.947,5,0,7,4,active,2.66,284287.0,mobile,iOS,IN,"{""invoice_id"": ""INV_F298DF98"", ""due_date"": ""2026-06-27"", ""items"": 1, ""tax"": 930.31}",1,0.533,2754.74
TXN_62D5A5F4C8,CUST_1487,MERCH_197,1159.95,INR,2026-06-26T07:43:14,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.94,1.0,3,0,7,4,none,1.41,270439.0,desktop,iOS,IN,"{""invoice_id"": ""INV_D5153110"", ""due_date"": ""2026-07-06"", ""items"": 1, ""tax"": 208.79}",1,0.861,998.72
TXN_E6CB2F43C3,CUST_1224,MERCH_184,289.71,INR,2026-06-26T08:10:47,net_banking,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.48,0.405,5,3,8,4,trial,1.38,34474.0,desktop,Windows,IN,"{""invoice_id"": ""INV_30F6B04A"", ""due_date"": ""2026-06-30"", ""items"": 2, ""tax"": 52.15}",0,0.249,0.0
TXN_A0BD334C5F,CUST_1708,MERCH_115,1460.69,INR,2026-06-26T08:17:32,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.801,0.872,1,1,8,4,active,1.69,698319.0,mobile,Android,IN,"{""invoice_id"": ""INV_198C1DAB"", ""due_date"": ""2026-07-07"", ""items"": 2, ""tax"": 262.92}",0,0.4,0.0
TXN_95466D5023,CUST_1160,MERCH_122,4612.47,INR,2026-06-26T09:03:30,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.718,0.808,6,1,9,4,none,1.19,87443.0,mobile,Android,IN,"{""invoice_id"": ""INV_DA8B0393"", ""due_date"": ""2026-07-03"", ""items"": 1, ""tax"": 830.24}",0,0.368,0.0
TXN_3E10E29E99,CUST_1454,MERCH_238,5924.71,INR,2026-06-26T09:07:17,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.68,0.799,5,4,9,4,trial,1.38,226795.0,desktop,iOS,US,"{""invoice_id"": ""INV_2A420152"", ""due_date"": ""2026-06-30"", ""items"": 2, ""tax"": 1066.45}",1,0.847,5018.23
TXN_DE8A4DBC5C,CUST_2134,MERCH_223,1197.6,USD,2026-06-26T09:16:46,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.97,1.0,7,0,9,4,active,1.74,206963.0,mobile,iOS,IN,"{""invoice_id"": ""INV_E596F308"", ""due_date"": ""2026-07-09"", ""items"": 3, ""tax"": 215.57}",1,0.796,953.29
TXN_A53C3D08BD,CUST_2082,MERCH_241,2911.45,INR,2026-06-26T09:29:33,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.947,1.0,5,0,9,4,active,0.2,147601.0,desktop,Android,IN,"{""invoice_id"": ""INV_62739D9A"", ""due_date"": ""2026-07-04"", ""items"": 1, ""tax"": 524.06}",1,0.837,2436.88
TXN_610015CA0B,CUST_1544,MERCH_294,6035.66,INR,2026-06-26T09:31:57,debit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.752,0.923,2,1,9,4,active,1.37,312151.0,mobile,Windows,IN,"{""invoice_id"": ""INV_9714227D"", ""due_date"": ""2026-07-07"", ""items"": 1, ""tax"": 1086.42}",0,0.112,0.0
TXN_FB06019453,CUST_1028,MERCH_170,3475.19,INR,2026-06-26T10:02:29,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.764,0.697,5,0,10,4,none,0.51,380946.0,mobile,Android,US,"{""invoice_id"": ""INV_B092415E"", ""due_date"": ""2026-06-28"", ""items"": 2, ""tax"": 625.53}",1,0.99,3440.44
TXN_DC3E5C416C,CUST_1766,MERCH_331,14260.48,INR,2026-06-26T10:06:19,wallet,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.435,0.489,7,5,10,4,active,0.35,221659.0,mobile,Android,IN,"{""invoice_id"": ""INV_71E7E306"", ""due_date"": ""2026-07-08"", ""items"": 3, ""tax"": 2566.89}",1,0.619,8827.24
TXN_3658F3DBD0,CUST_1184,MERCH_272,7280.95,INR,2026-06-26T10:36:38,wallet,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,2,0.71,0.683,4,1,10,4,active,2.21,13715.0,mobile,Android,IN,"{""invoice_id"": ""INV_AA18F721"", ""due_date"": ""2026-06-28"", ""items"": 1, ""tax"": 1310.57}",0,0.213,0.0
TXN_EC7D1B80FC,CUST_2247,MERCH_342,1175.19,INR,2026-06-26T10:41:44,net_banking,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.597,0.675,6,2,10,4,canceled,1.28,323448.0,desktop,iOS,IN,"{""invoice_id"": ""INV_3B3274FB"", ""due_date"": ""2026-07-07"", ""items"": 3, ""tax"": 211.53}",0,0.01,0.0
TXN_8EBD42D54E,CUST_1356,MERCH_302,1636.74,INR,2026-06-26T10:53:15,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.762,0.671,4,0,10,4,none,0.71,190027.0,mobile,macOS,IN,"{""invoice_id"": ""INV_DE1A0AC3"", ""due_date"": ""2026-06-29"", ""items"": 3, ""tax"": 294.61}",1,0.99,1620.37
TXN_01D7508456,CUST_1491,MERCH_132,9870.26,INR,2026-06-26T11:10:21,debit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,2,0.819,0.787,4,1,11,4,none,0.98,513002.0,mobile,iOS,IN,"{""invoice_id"": ""INV_99B9F887"", ""due_date"": ""2026-07-05"", ""items"": 1, ""tax"": 1776.65}",0,0.22,0.0
TXN_EA0739CAC3,CUST_1732,MERCH_310,560.28,USD,2026-06-26T11:17:02,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,3,0.623,0.606,6,3,11,4,active,1.11,4076.0,mobile,iOS,IN,"{""invoice_id"": ""INV_3CA701ED"", ""due_date"": ""2026-07-03"", ""items"": 1, ""tax"": 100.85}",0,0.01,0.0
TXN_F609DF3758,CUST_1577,MERCH_144,1689.28,USD,2026-06-26T11:17:47,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.764,0.721,7,2,11,4,canceled,1.08,351603.0,desktop,Android,IN,"{""invoice_id"": ""INV_568B417E"", ""due_date"": ""2026-07-01"", ""items"": 2, ""tax"": 304.07}",1,0.968,1635.22
TXN_EF40ACD7E9,CUST_1113,MERCH_281,12122.01,INR,2026-06-26T11:48:07,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.854,0.846,3,0,11,4,active,0.33,335143.0,mobile,Android,IN,"{""invoice_id"": ""INV_11C21ACC"", ""due_date"": ""2026-07-09"", ""items"": 3, ""tax"": 2181.96}",0,0.296,0.0
TXN_88FA6ECB3A,CUST_1377,MERCH_340,13779.14,INR,2026-06-26T11:55:39,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.713,0.731,5,2,11,4,active,1.61,903858.0,desktop,iOS,IN,"{""invoice_id"": ""INV_04A9D52E"", ""due_date"": ""2026-07-09"", ""items"": 2, ""tax"": 2480.25}",1,0.546,7523.41
